station_id,time,num_bikes_available,name,lat,lon,hour
22,2022-05-14T11:18:25Z,12,4th & M St SW,38.8767,-77.0178,11
51,2022-05-14T11:18:25Z,21,Massachusetts Ave & Dupont Circle NW,38.9101,-77.0444,11
92,2022-05-14T11:18:25Z,2,8th & H St NW,38.8997,-77.023086,11
99,2022-05-14T11:18:25Z,11,Lincoln Park / 13th & East Capitol St NE ,38.890461,-76.988355,11
103,2022-05-14T11:18:25Z,32,Metro Center / 12th & G St NW,38.898364,-77.027869,11
105,2022-05-14T11:18:25Z,3,7th & F St NW / National Portrait Gallery,38.8972830485385,-77.0221906900406,11
106,2022-05-14T11:18:25Z,11,17th & K St NW / Farragut Square,38.902061,-77.038322,11
113,2022-05-14T11:18:25Z,15,Columbus Circle / Union Station,38.89696,-77.00493,11
124,2022-05-14T11:18:25Z,11,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,38.88412,-77.04657,11
144,2022-05-14T11:18:25Z,12,3rd & G St SE,38.881185,-77.001828,11
148,2022-05-14T11:18:25Z,18,Columbia Rd & Georgia Ave NW,38.928121111321,-77.0237946510315,11
159,2022-05-14T11:18:25Z,14,10th & K St NW,38.9024,-77.02622,11
169,2022-05-14T11:18:25Z,6,Smithsonian-National Mall / Jefferson Dr & 12th St SW,38.888767,-77.02858,11
207,2022-05-14T11:18:25Z,9,5th St & Massachusetts Ave NW,38.90093,-77.018677,11
210,2022-05-14T11:18:25Z,9,3rd & M St NE,38.9054697149433,-77.0021304488182,11
242,2022-05-14T11:18:25Z,9,12th & U St NW,38.916787,-77.028139,11
369,2022-05-14T11:18:25Z,18,2nd & G St NE,38.89967,-77.003666,11
370,2022-05-14T11:18:25Z,16,8th & O St NW,38.90864,-77.02277,11
391,2022-05-14T11:18:25Z,12,1st & O St NW,38.908643,-77.012365,11
408,2022-05-14T11:18:25Z,10,4th St & Madison Dr NW,38.890493,-77.017253,11
418,2022-05-14T11:18:25Z,20,14th & Irving St NW,38.928552,-77.032224,11
484,2022-05-14T11:18:25Z,13,11th & Girard St NW,38.925636,-77.027112,11
485,2022-05-14T11:18:25Z,7,Connecticut Ave & R St NW,38.912644,-77.04564,11
15,2022-05-14T12:18:30Z,6,14th & V St NW,38.917931,-77.032112,12
21,2022-05-14T12:18:30Z,7,Lamont & Mt Pleasant NW,38.9319,-77.0388,12
